X,Y,Z
0.8414709848078965,0.0,0.5403023058681398
0.8386917867160737,0.053264560217105635,0.5419953630058825
0.8303984082400342,0.10568734548248959,0.5470545389604974
0.8167227747773158,0.15643793831972047,0.5554197337278513
0.7978823071234276,0.2047087664261426,0.566990427545019
0.7741760806652994,0.24972680402115646,0.5816252397197827
0.7459791665081722,0.2907654837818048,0.5991414829377998
0.7137349501209113,0.3271567033262168,0.6193148734243527
0.6779452630500367,0.3583026881741581,0.6418795868036221
0.639158257553945,0.38368736120587277,0.6665288670803982
0.597954096348153,0.40288678502231084,0.6929163998022057
0.5549287067310427,0.41557820279943586,0.7206586486012664
0.5106760415105946,0.4215472139531764,0.7493383261487325
0.46576947666800117,0.420692684795052,0.7785091261920745
0.42074313552210657,0.4130291055325378,0.8077017840106694
0.3760740415974407,0.3986862509523638,0.8364314607534291
0.33216605242087055,0.3779061654850944,0.8642063663891212
0.2893365053806522,0.3510376541819414,0.8905374512060408
0.2478064130100738,0.3185285998957502,0.9149489126282045
0.20769488406495407,0.28091652723866517,0.9369891887622896
0.16901823011926476,0.2388178847284641,0.9562420487623273
0.131693961266117,0.19291651393355114,0.9723373484638778
0.0955495977860754,0.14395172184002347,0.9849610023458857
0.060335947092788465,0.09270628042838372,0.9938637326402197
0.025744235827173393,0.03999456121861072,0.9988681942051242
-0.00857373754656553,-0.01334910900152739,0.9998741382360822
-0.042983440094652964,-0.06648189291307026,0.9968613653825312
-0.0778445589749803,-0.1185637871071495,0.9898903237353123
-0.11348825169705319,-0.1687690009663911,0.9791003222548508
-0.15019585341584862,-0.2162974927372647,0.9647054474046769
-0.18818011798796283,-0.260386727895661,0.9469883817290619
-0.2275699221568544,-0.3003236303560255,0.9262924201240668
-0.26839916056018054,-0.335456580085449,0.9030120561144049
-0.3106003153456554,-0.36520718937763225,0.8775825618903726
-0.3540029134265334,-0.38908148360293726,0.8504690096663509
-0.3983368048147726,-0.40668003816841986,0.822155177861996
-0.44323992657937616,-0.41770659493954404,0.793132755615301
-0.48826997834981745,-0.4219747055269392,0.7638912070037995
-0.5329192446915082,-0.4194120253608831,0.7349085872543023
-0.576631671203975,-0.4100620037537836,0.7066435231727117
-0.6188212435050011,-0.3940828672563009,0.6795284852910706
-0.6588907333790213,-0.37174395824238415,0.6539643958026613
-0.6962499591107162,-0.34341964772823946,0.6303165395200557
-0.7303328453766577,-0.30958117193101364,0.6089116791044948
-0.7606127444096653,-0.27078683076751886,0.5900362237392549
-0.7866156732837797,-0.2276710240563291,0.5739352640755301
-0.80793130986664,-0.1809325854776608,0.5608122663151588
-0.824221751740735,-0.13132281063640872,0.5508292143341602
-0.8352281619683355,-0.07963347571009534,0.5441069995886155
-0.8407754930181843,-0.026685023794647003,0.5407258823517775
-0.8407754930181843,0.026685023794647173,0.5407258823517775
-0.8352281619683355,0.07963347571009549,0.5441069995886155
-0.824221751740735,0.13132281063640888,0.5508292143341602
-0.80793130986664,0.1809325854776606,0.5608122663151588
-0.7866156732837796,0.22767102405632925,0.5739352640755301
-0.7606127444096655,0.27078683076751875,0.5900362237392549
-0.7303328453766575,0.30958117193101375,0.6089116791044948
-0.6962499591107163,0.34341964772823935,0.6303165395200556
-0.6588907333790213,0.3717439582423842,0.6539643958026614
-0.6188212435050013,0.3940828672563008,0.6795284852910705
-0.5766316712039748,0.41006200375378365,0.7066435231727118
-0.5329192446915082,0.41941202536088307,0.7349085872543022
-0.48826997834981745,0.4219747055269392,0.7638912070037996
-0.4432399265793763,0.41770659493954404,0.793132755615301
-0.39833680481477246,0.40668003816841974,0.8221551778619961
-0.35400291342653345,0.3890814836029373,0.8504690096663508
-0.31060031534565496,0.3652071893776319,0.8775825618903729
-0.2683991605601804,0.33545658008544893,0.9030120561144049
-0.2275699221568544,0.3003236303560255,0.9262924201240668
-0.188180117987963,0.2603867278956611,0.9469883817290617
-0.15019585341584843,0.21629749273726442,0.964705447404677
-0.1134882516970531,0.16876900096639097,0.9791003222548508
-0.0778445589749803,0.1185637871071495,0.9898903237353123
-0.04298344009465311,0.06648189291307047,0.9968613653825312
-0.008573737546565303,0.013349109001527037,0.9998741382360822
0.025744235827173504,-0.039994561218610884,0.9988681942051242
0.06033594709278833,-0.09270628042838353,0.9938637326402198
0.09554959778607515,-0.14395172184002308,0.9849610023458857
0.1316939612661171,-0.1929165139335513,0.9723373484638778
0.16901823011926473,-0.23881788472846405,0.9562420487623274
0.2076948840649539,-0.28091652723866506,0.9369891887622896
0.24780641301007408,-0.3185285998957505,0.9149489126282043
0.28933650538065236,-0.3510376541819415,0.8905374512060408
0.33216605242087055,-0.3779061654850944,0.8642063663891212
0.3760740415974405,-0.3986862509523637,0.8364314607534292
0.4207431355221069,-0.4130291055325378,0.8077017840106692
0.4657694766680013,-0.420692684795052,0.7785091261920745
0.5106760415105945,-0.42154721395317635,0.7493383261487326
0.5549287067310423,-0.41557820279943586,0.7206586486012665
0.5979540963481532,-0.40288678502231084,0.6929163998022054
0.639158257553945,-0.38368736120587277,0.6665288670803982
0.6779452630500366,-0.3583026881741582,0.6418795868036221
0.7137349501209111,-0.327156703326217,0.6193148734243528
0.7459791665081723,-0.29076548378180456,0.5991414829377997
0.7741760806652994,-0.24972680402115646,0.5816252397197827
0.7978823071234276,-0.20470876642614272,0.566990427545019
0.8167227747773159,-0.15643793831972005,0.5554197337278511
0.8303984082400342,-0.10568734548248941,0.5470545389604974
0.8386917867160737,-0.05326456021710564,0.5419953630058825
0.8414709848078965,-2.0610094962407232e-16,0.5403023058681398
